:START_ID,:END_ID,:TYPE
org.apache.commons.csv.CSVFormat$Predefined,org.apache.commons.csv.CSVFormat$Predefined.Default,Has_Enum_Constant
org.apache.commons.csv.CSVFormat$Predefined,org.apache.commons.csv.CSVFormat$Predefined.Excel,Has_Enum_Constant
org.apache.commons.csv.CSVFormat$Predefined,org.apache.commons.csv.CSVFormat$Predefined.InformixUnload,Has_Enum_Constant
org.apache.commons.csv.CSVFormat$Predefined,org.apache.commons.csv.CSVFormat$Predefined.InformixUnloadCsv,Has_Enum_Constant
org.apache.commons.csv.CSVFormat$Predefined,org.apache.commons.csv.CSVFormat$Predefined.MongoDBCsv,Has_Enum_Constant
org.apache.commons.csv.CSVFormat$Predefined,org.apache.commons.csv.CSVFormat$Predefined.MongoDBTsv,Has_Enum_Constant
org.apache.commons.csv.CSVFormat$Predefined,org.apache.commons.csv.CSVFormat$Predefined.MySQL,Has_Enum_Constant
org.apache.commons.csv.CSVFormat$Predefined,org.apache.commons.csv.CSVFormat$Predefined.Oracle,Has_Enum_Constant
org.apache.commons.csv.CSVFormat$Predefined,org.apache.commons.csv.CSVFormat$Predefined.PostgreSQLCsv,Has_Enum_Constant
org.apache.commons.csv.CSVFormat$Predefined,org.apache.commons.csv.CSVFormat$Predefined.PostgreSQLText,Has_Enum_Constant
org.apache.commons.csv.CSVFormat$Predefined,org.apache.commons.csv.CSVFormat$Predefined.RFC4180,Has_Enum_Constant
org.apache.commons.csv.CSVFormat$Predefined,org.apache.commons.csv.CSVFormat$Predefined.TDF,Has_Enum_Constant
org.apache.commons.csv.QuoteMode,org.apache.commons.csv.QuoteMode.ALL,Has_Enum_Constant
org.apache.commons.csv.QuoteMode,org.apache.commons.csv.QuoteMode.ALL_NON_NULL,Has_Enum_Constant
org.apache.commons.csv.QuoteMode,org.apache.commons.csv.QuoteMode.MINIMAL,Has_Enum_Constant
org.apache.commons.csv.QuoteMode,org.apache.commons.csv.QuoteMode.NON_NUMERIC,Has_Enum_Constant
org.apache.commons.csv.QuoteMode,org.apache.commons.csv.QuoteMode.NONE,Has_Enum_Constant
org.apache.commons.csv.Token$Type,org.apache.commons.csv.Token$Type.INVALID,Has_Enum_Constant
org.apache.commons.csv.Token$Type,org.apache.commons.csv.Token$Type.TOKEN,Has_Enum_Constant
org.apache.commons.csv.Token$Type,org.apache.commons.csv.Token$Type.EOF,Has_Enum_Constant
org.apache.commons.csv.Token$Type,org.apache.commons.csv.Token$Type.EORECORD,Has_Enum_Constant
org.apache.commons.csv.Token$Type,org.apache.commons.csv.Token$Type.COMMENT,Has_Enum_Constant
org.apache.commons.csv.DuplicateHeaderMode,org.apache.commons.csv.DuplicateHeaderMode.ALLOW_ALL,Has_Enum_Constant
org.apache.commons.csv.DuplicateHeaderMode,org.apache.commons.csv.DuplicateHeaderMode.ALLOW_EMPTY,Has_Enum_Constant
org.apache.commons.csv.DuplicateHeaderMode,org.apache.commons.csv.DuplicateHeaderMode.DISALLOW,Has_Enum_Constant
