FEN:ID,:LABEL,Parameter Name,Data Type
org.apache.commons.codec.BinaryDecoder.decode(byte[]).source,Parameter_1,source,byte[]
org.apache.commons.codec.DecoderException.<init>(String).message,Parameter_1,message,java.lang.String
"org.apache.commons.codec.DecoderException.<init>(String,Throwable).message",Parameter_1,message,java.lang.String
"org.apache.commons.codec.DecoderException.<init>(String,Throwable).cause",Parameter_2,cause,java.lang.Throwable
org.apache.commons.codec.DecoderException.<init>(Throwable).cause,Parameter_1,cause,java.lang.Throwable
org.apache.commons.codec.net.Utils.digit16(byte).b,Parameter_1,b,byte
org.apache.commons.codec.net.Utils.hexDigit(int).b,Parameter_1,b,int
org.apache.commons.codec.net.RFC1522Codec.decodeText(String).text,Parameter_1,text,java.lang.String
org.apache.commons.codec.net.RFC1522Codec.doDecoding(byte[]).bytes,Parameter_1,bytes,byte[]
org.apache.commons.codec.net.RFC1522Codec.doEncoding(byte[]).bytes,Parameter_1,bytes,byte[]
"org.apache.commons.codec.net.RFC1522Codec.encodeText(String,Charset).text",Parameter_1,text,java.lang.String
"org.apache.commons.codec.net.RFC1522Codec.encodeText(String,Charset).charset",Parameter_2,charset,java.nio.charset.Charset
"org.apache.commons.codec.net.RFC1522Codec.encodeText(String,String).text",Parameter_1,text,java.lang.String
"org.apache.commons.codec.net.RFC1522Codec.encodeText(String,String).charsetName",Parameter_2,charsetName,java.lang.String
org.apache.commons.codec.net.RFC1522Codec.<init>(Charset).charset,Parameter_1,charset,java.nio.charset.Charset
org.apache.commons.codec.net.QuotedPrintableCodec.decodeQuotedPrintable(byte[]).bytes,Parameter_1,bytes,byte[]
"org.apache.commons.codec.net.QuotedPrintableCodec.encodeByte(int,boolean,ByteArrayOutputStream).b",Parameter_1,b,int
"org.apache.commons.codec.net.QuotedPrintableCodec.encodeByte(int,boolean,ByteArrayOutputStream).encode",Parameter_2,encode,boolean
"org.apache.commons.codec.net.QuotedPrintableCodec.encodeByte(int,boolean,ByteArrayOutputStream).buffer",Parameter_3,buffer,java.io.ByteArrayOutputStream
"org.apache.commons.codec.net.QuotedPrintableCodec.encodeQuotedPrintable(BitSet,byte[]).printable",Parameter_1,printable,java.util.BitSet
"org.apache.commons.codec.net.QuotedPrintableCodec.encodeQuotedPrintable(BitSet,byte[]).bytes",Parameter_2,bytes,byte[]
"org.apache.commons.codec.net.QuotedPrintableCodec.encodeQuotedPrintable(BitSet,byte[],boolean).printable",Parameter_1,printable,java.util.BitSet
"org.apache.commons.codec.net.QuotedPrintableCodec.encodeQuotedPrintable(BitSet,byte[],boolean).bytes",Parameter_2,bytes,byte[]
"org.apache.commons.codec.net.QuotedPrintableCodec.encodeQuotedPrintable(BitSet,byte[],boolean).strict",Parameter_3,strict,boolean
"org.apache.commons.codec.net.QuotedPrintableCodec.encodeQuotedPrintable(int,ByteArrayOutputStream).b",Parameter_1,b,int
"org.apache.commons.codec.net.QuotedPrintableCodec.encodeQuotedPrintable(int,ByteArrayOutputStream).buffer",Parameter_2,buffer,java.io.ByteArrayOutputStream
"org.apache.commons.codec.net.QuotedPrintableCodec.getUnsignedOctet(int,byte[]).index",Parameter_1,index,int
"org.apache.commons.codec.net.QuotedPrintableCodec.getUnsignedOctet(int,byte[]).bytes",Parameter_2,bytes,byte[]
org.apache.commons.codec.net.QuotedPrintableCodec.isWhitespace(int).b,Parameter_1,b,int
org.apache.commons.codec.net.QuotedPrintableCodec.decode(byte[]).bytes,Parameter_1,bytes,byte[]
org.apache.commons.codec.net.QuotedPrintableCodec.decode(Object).obj,Parameter_1,obj,java.lang.Object
org.apache.commons.codec.net.QuotedPrintableCodec.decode(String).sourceStr,Parameter_1,sourceStr,java.lang.String
"org.apache.commons.codec.net.QuotedPrintableCodec.decode(String,Charset).sourceStr",Parameter_1,sourceStr,java.lang.String
"org.apache.commons.codec.net.QuotedPrintableCodec.decode(String,Charset).sourceCharset",Parameter_2,sourceCharset,java.nio.charset.Charset
"org.apache.commons.codec.net.QuotedPrintableCodec.decode(String,String).sourceStr",Parameter_1,sourceStr,java.lang.String
"org.apache.commons.codec.net.QuotedPrintableCodec.decode(String,String).sourceCharset",Parameter_2,sourceCharset,java.lang.String
org.apache.commons.codec.net.QuotedPrintableCodec.encode(byte[]).bytes,Parameter_1,bytes,byte[]
org.apache.commons.codec.net.QuotedPrintableCodec.encode(Object).obj,Parameter_1,obj,java.lang.Object
org.apache.commons.codec.net.QuotedPrintableCodec.encode(String).sourceStr,Parameter_1,sourceStr,java.lang.String
"org.apache.commons.codec.net.QuotedPrintableCodec.encode(String,Charset).sourceStr",Parameter_1,sourceStr,java.lang.String
"org.apache.commons.codec.net.QuotedPrintableCodec.encode(String,Charset).sourceCharset",Parameter_2,sourceCharset,java.nio.charset.Charset
"org.apache.commons.codec.net.QuotedPrintableCodec.encode(String,String).sourceStr",Parameter_1,sourceStr,java.lang.String
"org.apache.commons.codec.net.QuotedPrintableCodec.encode(String,String).sourceCharset",Parameter_2,sourceCharset,java.lang.String
org.apache.commons.codec.net.QuotedPrintableCodec.<init>(boolean).strict,Parameter_1,strict,boolean
org.apache.commons.codec.net.QuotedPrintableCodec.<init>(Charset).charset,Parameter_1,charset,java.nio.charset.Charset
"org.apache.commons.codec.net.QuotedPrintableCodec.<init>(Charset,boolean).charset",Parameter_1,charset,java.nio.charset.Charset
"org.apache.commons.codec.net.QuotedPrintableCodec.<init>(Charset,boolean).strict",Parameter_2,strict,boolean
org.apache.commons.codec.net.QuotedPrintableCodec.<init>(String).charsetName,Parameter_1,charsetName,java.lang.String
org.apache.commons.codec.net.QCodec.decode(Object).obj,Parameter_1,obj,java.lang.Object
org.apache.commons.codec.net.QCodec.decode(String).str,Parameter_1,str,java.lang.String
org.apache.commons.codec.net.QCodec.doDecoding(byte[]).bytes,Parameter_1,bytes,byte[]
org.apache.commons.codec.net.QCodec.doEncoding(byte[]).bytes,Parameter_1,bytes,byte[]
org.apache.commons.codec.net.QCodec.encode(Object).obj,Parameter_1,obj,java.lang.Object
org.apache.commons.codec.net.QCodec.encode(String).sourceStr,Parameter_1,sourceStr,java.lang.String
"org.apache.commons.codec.net.QCodec.encode(String,Charset).sourceStr",Parameter_1,sourceStr,java.lang.String
"org.apache.commons.codec.net.QCodec.encode(String,Charset).sourceCharset",Parameter_2,sourceCharset,java.nio.charset.Charset
"org.apache.commons.codec.net.QCodec.encode(String,String).sourceStr",Parameter_1,sourceStr,java.lang.String
"org.apache.commons.codec.net.QCodec.encode(String,String).sourceCharset",Parameter_2,sourceCharset,java.lang.String
org.apache.commons.codec.net.QCodec.setEncodeBlanks(boolean).b,Parameter_1,b,boolean
org.apache.commons.codec.net.QCodec.<init>(Charset).charset,Parameter_1,charset,java.nio.charset.Charset
org.apache.commons.codec.net.QCodec.<init>(String).charsetName,Parameter_1,charsetName,java.lang.String
org.apache.commons.codec.net.PercentCodec.canEncode(byte).c,Parameter_1,c,byte
org.apache.commons.codec.net.PercentCodec.containsSpace(byte[]).bytes,Parameter_1,bytes,byte[]
org.apache.commons.codec.net.PercentCodec.decode(byte[]).bytes,Parameter_1,bytes,byte[]
org.apache.commons.codec.net.PercentCodec.decode(Object).obj,Parameter_1,obj,java.lang.Object
"org.apache.commons.codec.net.PercentCodec.doEncode(byte[],int,boolean).bytes",Parameter_1,bytes,byte[]
"org.apache.commons.codec.net.PercentCodec.doEncode(byte[],int,boolean).expectedLength",Parameter_2,expectedLength,int
"org.apache.commons.codec.net.PercentCodec.doEncode(byte[],int,boolean).willEncode",Parameter_3,willEncode,boolean
org.apache.commons.codec.net.PercentCodec.encode(byte[]).bytes,Parameter_1,bytes,byte[]
org.apache.commons.codec.net.PercentCodec.encode(Object).obj,Parameter_1,obj,java.lang.Object
org.apache.commons.codec.net.PercentCodec.expectedDecodingBytes(byte[]).bytes,Parameter_1,bytes,byte[]
org.apache.commons.codec.net.PercentCodec.expectedEncodingBytes(byte[]).bytes,Parameter_1,bytes,byte[]
org.apache.commons.codec.net.PercentCodec.inAlwaysEncodeCharsRange(byte).c,Parameter_1,c,byte
org.apache.commons.codec.net.PercentCodec.insertAlwaysEncodeChar(byte).b,Parameter_1,b,byte
org.apache.commons.codec.net.PercentCodec.insertAlwaysEncodeChars(byte[]).alwaysEncodeCharsArray,Parameter_1,alwaysEncodeCharsArray,byte[]
org.apache.commons.codec.net.PercentCodec.isAsciiChar(byte).c,Parameter_1,c,byte
"org.apache.commons.codec.net.PercentCodec.<init>(byte[],boolean).alwaysEncodeChars",Parameter_1,alwaysEncodeChars,byte[]
"org.apache.commons.codec.net.PercentCodec.<init>(byte[],boolean).plusForSpace",Parameter_2,plusForSpace,boolean
org.apache.commons.codec.net.URLCodec.decodeUrl(byte[]).bytes,Parameter_1,bytes,byte[]
"org.apache.commons.codec.net.URLCodec.encodeUrl(BitSet,byte[]).urlsafe",Parameter_1,urlsafe,java.util.BitSet
"org.apache.commons.codec.net.URLCodec.encodeUrl(BitSet,byte[]).bytes",Parameter_2,bytes,byte[]
org.apache.commons.codec.net.URLCodec.decode(byte[]).bytes,Parameter_1,bytes,byte[]
org.apache.commons.codec.net.URLCodec.decode(Object).obj,Parameter_1,obj,java.lang.Object
org.apache.commons.codec.net.URLCodec.decode(String).str,Parameter_1,str,java.lang.String
"org.apache.commons.codec.net.URLCodec.decode(String,String).str",Parameter_1,str,java.lang.String
"org.apache.commons.codec.net.URLCodec.decode(String,String).charsetName",Parameter_2,charsetName,java.lang.String
org.apache.commons.codec.net.URLCodec.encode(byte[]).bytes,Parameter_1,bytes,byte[]
org.apache.commons.codec.net.URLCodec.encode(Object).obj,Parameter_1,obj,java.lang.Object
org.apache.commons.codec.net.URLCodec.encode(String).str,Parameter_1,str,java.lang.String
"org.apache.commons.codec.net.URLCodec.encode(String,String).str",Parameter_1,str,java.lang.String
"org.apache.commons.codec.net.URLCodec.encode(String,String).charsetName",Parameter_2,charsetName,java.lang.String
org.apache.commons.codec.net.URLCodec.<init>(String).charset,Parameter_1,charset,java.lang.String
org.apache.commons.codec.net.BCodec.decode(Object).value,Parameter_1,value,java.lang.Object
org.apache.commons.codec.net.BCodec.decode(String).value,Parameter_1,value,java.lang.String
org.apache.commons.codec.net.BCodec.doDecoding(byte[]).bytes,Parameter_1,bytes,byte[]
org.apache.commons.codec.net.BCodec.doEncoding(byte[]).bytes,Parameter_1,bytes,byte[]
org.apache.commons.codec.net.BCodec.encode(Object).value,Parameter_1,value,java.lang.Object
org.apache.commons.codec.net.BCodec.encode(String).strSource,Parameter_1,strSource,java.lang.String
"org.apache.commons.codec.net.BCodec.encode(String,Charset).strSource",Parameter_1,strSource,java.lang.String
"org.apache.commons.codec.net.BCodec.encode(String,Charset).sourceCharset",Parameter_2,sourceCharset,java.nio.charset.Charset
"org.apache.commons.codec.net.BCodec.encode(String,String).strSource",Parameter_1,strSource,java.lang.String
"org.apache.commons.codec.net.BCodec.encode(String,String).sourceCharset",Parameter_2,sourceCharset,java.lang.String
org.apache.commons.codec.net.BCodec.<init>(Charset).charset,Parameter_1,charset,java.nio.charset.Charset
"org.apache.commons.codec.net.BCodec.<init>(Charset,CodecPolicy).charset",Parameter_1,charset,java.nio.charset.Charset
"org.apache.commons.codec.net.BCodec.<init>(Charset,CodecPolicy).decodingPolicy",Parameter_2,decodingPolicy,org.apache.commons.codec.CodecPolicy
org.apache.commons.codec.net.BCodec.<init>(String).charsetName,Parameter_1,charsetName,java.lang.String
org.apache.commons.codec.Charsets.toCharset(Charset).charset,Parameter_1,charset,java.nio.charset.Charset
org.apache.commons.codec.Charsets.toCharset(String).charset,Parameter_1,charset,java.lang.String
org.apache.commons.codec.Decoder.decode(Object).source,Parameter_1,source,java.lang.Object
org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(byte[]).keyBytes,Parameter_1,keyBytes,byte[]
"org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(byte[],Random).keyBytes",Parameter_1,keyBytes,byte[]
"org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(byte[],Random).random",Parameter_2,random,java.util.Random
"org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(byte[],String).keyBytes",Parameter_1,keyBytes,byte[]
"org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(byte[],String).salt",Parameter_2,salt,java.lang.String
org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(String).keyBytes,Parameter_1,keyBytes,java.lang.String
"org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(String,String).keyBytes",Parameter_1,keyBytes,java.lang.String
"org.apache.commons.codec.digest.Md5Crypt.apr1Crypt(String,String).salt",Parameter_2,salt,java.lang.String
org.apache.commons.codec.digest.Md5Crypt.md5Crypt(byte[]).keyBytes,Parameter_1,keyBytes,byte[]
"org.apache.commons.codec.digest.Md5Crypt.md5Crypt(byte[],Random).keyBytes",Parameter_1,keyBytes,byte[]
"org.apache.commons.codec.digest.Md5Crypt.md5Crypt(byte[],Random).random",Parameter_2,random,java.util.Random
"org.apache.commons.codec.digest.Md5Crypt.md5Crypt(byte[],String).keyBytes",Parameter_1,keyBytes,byte[]
"org.apache.commons.codec.digest.Md5Crypt.md5Crypt(byte[],String).salt",Parameter_2,salt,java.lang.String
"org.apache.commons.codec.digest.Md5Crypt.md5Crypt(byte[],String,String).keyBytes",Parameter_1,keyBytes,byte[]
"org.apache.commons.codec.digest.Md5Crypt.md5Crypt(byte[],String,String).salt",Parameter_2,salt,java.lang.String
"org.apache.commons.codec.digest.Md5Crypt.md5Crypt(byte[],String,String).prefix",Parameter_3,prefix,java.lang.String
"org.apache.commons.codec.digest.Md5Crypt.md5Crypt(byte[],String,String,Random).keyBytes",Parameter_1,keyBytes,byte[]
"org.apache.commons.codec.digest.Md5Crypt.md5Crypt(byte[],String,String,Random).salt",Parameter_2,salt,java.lang.String
"org.apache.commons.codec.digest.Md5Crypt.md5Crypt(byte[],String,String,Random).prefix",Parameter_3,prefix,java.lang.String
"org.apache.commons.codec.digest.Md5Crypt.md5Crypt(byte[],String,String,Random).random",Parameter_4,random,java.util.Random
org.apache.commons.codec.digest.Crypt.crypt(byte[]).keyBytes,Parameter_1,keyBytes,byte[]
"org.apache.commons.codec.digest.Crypt.crypt(byte[],String).keyBytes",Parameter_1,keyBytes,byte[]
"org.apache.commons.codec.digest.Crypt.crypt(byte[],String).salt",Parameter_2,salt,java.lang.String
org.apache.commons.codec.digest.Crypt.crypt(String).key,Parameter_1,key,java.lang.String
"org.apache.commons.codec.digest.Crypt.crypt(String,String).key",Parameter_1,key,java.lang.String
"org.apache.commons.codec.digest.Crypt.crypt(String,String).salt",Parameter_2,salt,java.lang.String
"org.apache.commons.codec.digest.B64.b64from24bit(byte,byte,byte,int,StringBuilder).b2",Parameter_1,b2,byte
"org.apache.commons.codec.digest.B64.b64from24bit(byte,byte,byte,int,StringBuilder).b1",Parameter_2,b1,byte
"org.apache.commons.codec.digest.B64.b64from24bit(byte,byte,byte,int,StringBuilder).b0",Parameter_3,b0,byte
"org.apache.commons.codec.digest.B64.b64from24bit(byte,byte,byte,int,StringBuilder).outLen",Parameter_4,outLen,int
"org.apache.commons.codec.digest.B64.b64from24bit(byte,byte,byte,int,StringBuilder).buffer",Parameter_5,buffer,java.lang.StringBuilder
org.apache.commons.codec.digest.B64.getRandomSalt(int).num,Parameter_1,num,int
"org.apache.commons.codec.digest.B64.getRandomSalt(int,Random).num",Parameter_1,num,int
"org.apache.commons.codec.digest.B64.getRandomSalt(int,Random).random",Parameter_2,random,java.util.Random
"org.apache.commons.codec.digest.PureJavaCrc32.update(byte[],int,int).b",Parameter_1,b,byte[]
"org.apache.commons.codec.digest.PureJavaCrc32.update(byte[],int,int).offset",Parameter_2,offset,int
"org.apache.commons.codec.digest.PureJavaCrc32.update(byte[],int,int).len",Parameter_3,len,int
org.apache.commons.codec.digest.PureJavaCrc32.update(int).b,Parameter_1,b,int
org.apache.commons.codec.digest.HmacUtils.getHmacMd5(byte[]).key,Parameter_1,key,byte[]
org.apache.commons.codec.digest.HmacUtils.getHmacSha1(byte[]).key,Parameter_1,key,byte[]
