package_name,class_name,method_name,method_signature,method_FEN,missed_instr,covered_instr,percentage_instr,missed_branches,covered_branches,percentage_branches,complexity,missed_lines,covered_lines,percentage_lines,missed_methods,covered_methods,percentage_methods
org/apache/commons/jxpath/ri/model/dynamic,org/apache/commons/jxpath/ri/model/dynamic/DynamicAttributeIterator,<init>,"(org.apache.commons.jxpath.ri.model.beans.PropertyOwnerPointer, org.apache.commons.jxpath.ri.QName) → void","org.apache.commons.jxpath.ri.model.dynamic.DynamicAttributeIterator.<init>(PropertyOwnerPointer,QName)",5,0,0.0,0,0,coverage not available since no branches,1,2,0,0.0,1,0,0.0
org/apache/commons/jxpath/ri/model/dynamic,org/apache/commons/jxpath/ri/model/dynamic/DynamicAttributeIterator,prepareForIndividualProperty,(java.lang.String) → void,org.apache.commons.jxpath.ri.model.dynamic.DynamicAttributeIterator.prepareForIndividualProperty(String),9,0,0.0,0,0,coverage not available since no branches,1,3,0,0.0,1,0,0.0
org/apache/commons/jxpath/ri/model/dynamic,org/apache/commons/jxpath/ri/model/dynamic/DynamicPointerFactory,<init>,() → void,org.apache.commons.jxpath.ri.model.dynamic.DynamicPointerFactory.<init>(),0,3,1.0,0,0,coverage not available since no branches,1,0,1,1.0,0,1,1.0
org/apache/commons/jxpath/ri/model/dynamic,org/apache/commons/jxpath/ri/model/dynamic/DynamicPointerFactory,getOrder,() → int,org.apache.commons.jxpath.ri.model.dynamic.DynamicPointerFactory.getOrder(),0,2,1.0,0,0,coverage not available since no branches,1,0,1,1.0,0,1,1.0
org/apache/commons/jxpath/ri/model/dynamic,org/apache/commons/jxpath/ri/model/dynamic/DynamicPointerFactory,createNodePointer,"(org.apache.commons.jxpath.ri.QName, java.lang.Object, java.util.Locale) → org.apache.commons.jxpath.ri.model.NodePointer","org.apache.commons.jxpath.ri.model.dynamic.DynamicPointerFactory.createNodePointer(QName,Object,Locale)",12,9,0.42857142857142855,1,1,0.5,2,4,3,0.42857142857142855,0,1,1.0
org/apache/commons/jxpath/ri/model/dynamic,org/apache/commons/jxpath/ri/model/dynamic/DynamicPointerFactory,createNodePointer,"(org.apache.commons.jxpath.ri.model.NodePointer, org.apache.commons.jxpath.ri.QName, java.lang.Object) → org.apache.commons.jxpath.ri.model.NodePointer","org.apache.commons.jxpath.ri.model.dynamic.DynamicPointerFactory.createNodePointer(NodePointer,QName,Object)",12,17,0.5862068965517241,1,3,0.75,3,4,5,0.5555555555555556,0,1,1.0
org/apache/commons/jxpath/ri/model/dynamic,org/apache/commons/jxpath/ri/model/dynamic/DynamicPropertyPointer,<init>,"(org.apache.commons.jxpath.ri.model.NodePointer, org.apache.commons.jxpath.DynamicPropertyHandler) → void","org.apache.commons.jxpath.ri.model.dynamic.DynamicPropertyPointer.<init>(NodePointer,DynamicPropertyHandler)",0,7,1.0,0,0,coverage not available since no branches,1,0,3,1.0,0,1,1.0
org/apache/commons/jxpath/ri/model/dynamic,org/apache/commons/jxpath/ri/model/dynamic/DynamicPropertyPointer,isContainer,() → boolean,org.apache.commons.jxpath.ri.model.dynamic.DynamicPropertyPointer.isContainer(),2,0,0.0,0,0,coverage not available since no branches,1,1,0,0.0,1,0,0.0
org/apache/commons/jxpath/ri/model/dynamic,org/apache/commons/jxpath/ri/model/dynamic/DynamicPropertyPointer,getPropertyCount,() → int,org.apache.commons.jxpath.ri.model.dynamic.DynamicPropertyPointer.getPropertyCount(),4,0,0.0,0,0,coverage not available since no branches,1,1,0,0.0,1,0,0.0
org/apache/commons/jxpath/ri/model/dynamic,org/apache/commons/jxpath/ri/model/dynamic/DynamicPropertyPointer,getPropertyNames,() → java.lang.String[],org.apache.commons.jxpath.ri.model.dynamic.DynamicPropertyPointer.getPropertyNames(),67,0,0.0,6,0,0.0,4,14,0,0.0,1,0,0.0
