:START_ID,:END_ID,:TYPE
org.apache.commons.compress.parallel.ScatterGatherBackingStoreSupplier,org.apache.commons.compress.parallel.ScatterGatherBackingStoreSupplier.get(),Has_Method
org.apache.commons.compress.parallel.FileBasedScatterGatherBackingStore,org.apache.commons.compress.parallel.FileBasedScatterGatherBackingStore.close(),Has_Method
org.apache.commons.compress.parallel.FileBasedScatterGatherBackingStore,org.apache.commons.compress.parallel.FileBasedScatterGatherBackingStore.closeForWriting(),Has_Method
org.apache.commons.compress.parallel.FileBasedScatterGatherBackingStore,org.apache.commons.compress.parallel.FileBasedScatterGatherBackingStore.getInputStream(),Has_Method
org.apache.commons.compress.parallel.FileBasedScatterGatherBackingStore,"org.apache.commons.compress.parallel.FileBasedScatterGatherBackingStore.writeOut(byte[],int,int)",Has_Method
org.apache.commons.compress.parallel.FileBasedScatterGatherBackingStore,org.apache.commons.compress.parallel.FileBasedScatterGatherBackingStore.<init>(File),Has_Method
org.apache.commons.compress.parallel.FileBasedScatterGatherBackingStore,org.apache.commons.compress.parallel.FileBasedScatterGatherBackingStore.<init>(Path),Has_Method
org.apache.commons.compress.parallel.ScatterGatherBackingStore,org.apache.commons.compress.parallel.ScatterGatherBackingStore.closeForWriting(),Has_Method
org.apache.commons.compress.parallel.ScatterGatherBackingStore,org.apache.commons.compress.parallel.ScatterGatherBackingStore.getInputStream(),Has_Method
org.apache.commons.compress.parallel.ScatterGatherBackingStore,"org.apache.commons.compress.parallel.ScatterGatherBackingStore.writeOut(byte[],int,int)",Has_Method
org.apache.commons.compress.parallel.InputStreamSupplier,org.apache.commons.compress.parallel.InputStreamSupplier.get(),Has_Method
org.apache.commons.compress.changes.Change,org.apache.commons.compress.changes.Change.getEntry(),Has_Method
org.apache.commons.compress.changes.Change,org.apache.commons.compress.changes.Change.getInputStream(),Has_Method
org.apache.commons.compress.changes.Change,org.apache.commons.compress.changes.Change.getTargetFileName(),Has_Method
org.apache.commons.compress.changes.Change,org.apache.commons.compress.changes.Change.getType(),Has_Method
org.apache.commons.compress.changes.Change,org.apache.commons.compress.changes.Change.isReplaceMode(),Has_Method
org.apache.commons.compress.changes.Change,"org.apache.commons.compress.changes.Change.<init>(ArchiveEntry,InputStream,boolean)",Has_Method
org.apache.commons.compress.changes.Change,"org.apache.commons.compress.changes.Change.<init>(String,ChangeType)",Has_Method
org.apache.commons.compress.changes.ChangeSet,"org.apache.commons.compress.changes.ChangeSet.add(ArchiveEntry,InputStream)",Has_Method
org.apache.commons.compress.changes.ChangeSet,"org.apache.commons.compress.changes.ChangeSet.add(ArchiveEntry,InputStream,boolean)",Has_Method
org.apache.commons.compress.changes.ChangeSet,org.apache.commons.compress.changes.ChangeSet.addAddition(Change),Has_Method
org.apache.commons.compress.changes.ChangeSet,org.apache.commons.compress.changes.ChangeSet.addDeletion(Change),Has_Method
org.apache.commons.compress.changes.ChangeSet,org.apache.commons.compress.changes.ChangeSet.delete(String),Has_Method
org.apache.commons.compress.changes.ChangeSet,org.apache.commons.compress.changes.ChangeSet.deleteDir(String),Has_Method
org.apache.commons.compress.changes.ChangeSet,org.apache.commons.compress.changes.ChangeSet.getChanges(),Has_Method
org.apache.commons.compress.changes.ChangeSetPerformer,"org.apache.commons.compress.changes.ChangeSetPerformer.copyStream(InputStream,ArchiveOutputStream,ArchiveEntry)",Has_Method
org.apache.commons.compress.changes.ChangeSetPerformer,"org.apache.commons.compress.changes.ChangeSetPerformer.isDeletedLater(Set,ArchiveEntry)",Has_Method
org.apache.commons.compress.changes.ChangeSetPerformer,"org.apache.commons.compress.changes.ChangeSetPerformer.perform(ArchiveEntryIterator,ArchiveOutputStream)",Has_Method
org.apache.commons.compress.changes.ChangeSetPerformer,"org.apache.commons.compress.changes.ChangeSetPerformer.perform(ArchiveInputStream,ArchiveOutputStream)",Has_Method
org.apache.commons.compress.changes.ChangeSetPerformer,"org.apache.commons.compress.changes.ChangeSetPerformer.perform(ZipFile,ArchiveOutputStream)",Has_Method
org.apache.commons.compress.changes.ChangeSetPerformer,org.apache.commons.compress.changes.ChangeSetPerformer.<init>(ChangeSet),Has_Method
org.apache.commons.compress.changes.ChangeSetPerformer$ArchiveEntryIterator,org.apache.commons.compress.changes.ChangeSetPerformer$ArchiveEntryIterator.getInputStream(),Has_Method
org.apache.commons.compress.changes.ChangeSetPerformer$ArchiveEntryIterator,org.apache.commons.compress.changes.ChangeSetPerformer$ArchiveEntryIterator.hasNext(),Has_Method
org.apache.commons.compress.changes.ChangeSetPerformer$ArchiveEntryIterator,org.apache.commons.compress.changes.ChangeSetPerformer$ArchiveEntryIterator.next(),Has_Method
org.apache.commons.compress.changes.ChangeSetPerformer$ArchiveInputStreamIterator,org.apache.commons.compress.changes.ChangeSetPerformer$ArchiveInputStreamIterator.getInputStream(),Has_Method
org.apache.commons.compress.changes.ChangeSetPerformer$ArchiveInputStreamIterator,org.apache.commons.compress.changes.ChangeSetPerformer$ArchiveInputStreamIterator.hasNext(),Has_Method
org.apache.commons.compress.changes.ChangeSetPerformer$ArchiveInputStreamIterator,org.apache.commons.compress.changes.ChangeSetPerformer$ArchiveInputStreamIterator.next(),Has_Method
org.apache.commons.compress.changes.ChangeSetPerformer$ArchiveInputStreamIterator,org.apache.commons.compress.changes.ChangeSetPerformer$ArchiveInputStreamIterator.<init>(ArchiveInputStream),Has_Method
org.apache.commons.compress.changes.ChangeSetPerformer$ZipFileIterator,org.apache.commons.compress.changes.ChangeSetPerformer$ZipFileIterator.getInputStream(),Has_Method
org.apache.commons.compress.changes.ChangeSetPerformer$ZipFileIterator,org.apache.commons.compress.changes.ChangeSetPerformer$ZipFileIterator.hasNext(),Has_Method
org.apache.commons.compress.changes.ChangeSetPerformer$ZipFileIterator,org.apache.commons.compress.changes.ChangeSetPerformer$ZipFileIterator.next(),Has_Method
org.apache.commons.compress.changes.ChangeSetPerformer$ZipFileIterator,org.apache.commons.compress.changes.ChangeSetPerformer$ZipFileIterator.<init>(ZipFile),Has_Method
org.apache.commons.compress.changes.ChangeSetResults,org.apache.commons.compress.changes.ChangeSetResults.addedFromChangeSet(String),Has_Method
org.apache.commons.compress.changes.ChangeSetResults,org.apache.commons.compress.changes.ChangeSetResults.addedFromStream(String),Has_Method
org.apache.commons.compress.changes.ChangeSetResults,org.apache.commons.compress.changes.ChangeSetResults.deleted(String),Has_Method
org.apache.commons.compress.changes.ChangeSetResults,org.apache.commons.compress.changes.ChangeSetResults.getAddedFromChangeSet(),Has_Method
org.apache.commons.compress.changes.ChangeSetResults,org.apache.commons.compress.changes.ChangeSetResults.getAddedFromStream(),Has_Method
org.apache.commons.compress.changes.ChangeSetResults,org.apache.commons.compress.changes.ChangeSetResults.getDeleted(),Has_Method
org.apache.commons.compress.changes.ChangeSetResults,org.apache.commons.compress.changes.ChangeSetResults.hasBeenAdded(String),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.computeOuterIsAnonymous(),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.equals(Object),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.generateHashCode(),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.getC(),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.getC2(),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.getF(),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.getN(),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.getTupleIndex(),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.hashCode(),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.initializeClassStrings(),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.innerBreakAtDollar(String),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.isAllDigits(String),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.isAnonymous(),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.isMember(),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.nestedExplicitFlagSet(),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,"org.apache.commons.compress.harmony.unpack200.IcTuple.nullSafeEquals(String,String)",Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.outerClassIndex(),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.outerClassString(),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.outerIsAnonymous(),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.predicted(),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.simpleClassName(),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.simpleClassNameIndex(),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.thisClassIndex(),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.thisClassString(),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,org.apache.commons.compress.harmony.unpack200.IcTuple.toString(),Has_Method
org.apache.commons.compress.harmony.unpack200.IcTuple,"org.apache.commons.compress.harmony.unpack200.IcTuple.<init>(String,int,String,String,int,int,int,int)",Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.endsWithLoad(int),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.endsWithStore(int),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.getBcByte(),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.getBcCaseCount(),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.getBcCaseValue(),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.getBcClassRef(),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.getBcDoubleRef(),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.getBcFieldRef(),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.getBcFloatRef(),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.getBcIMethodRef(),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.getBcInitRef(),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.getBcIntRef(),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.getBcLabel(),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.getBcLocal(),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.getBcLongRef(),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.getBcMethodRef(),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.getBcShort(),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.getBcStringRef(),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.getBcSuperField(),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.getBcSuperMethod(),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.getBcThisField(),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.getBcThisMethod(),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.getMethodByteCodePacked(),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.read(InputStream),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.startsWithIf(int),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.unpack(),Has_Method
org.apache.commons.compress.harmony.unpack200.BcBands,org.apache.commons.compress.harmony.unpack200.BcBands.<init>(Segment),Has_Method
