package_name,class_name,method_name,method_signature,method_FEN,missed_instr,covered_instr,percentage_instr,missed_branches,covered_branches,percentage_branches,complexity,missed_lines,covered_lines,percentage_lines,missed_methods,covered_methods,percentage_methods
org/apache/commons/compress/compressors/xz,org/apache/commons/compress/compressors/xz/XZCompressorOutputStream,<init>,(java.io.OutputStream) → void,org.apache.commons.compress.compressors.xz.XZCompressorOutputStream.<init>(OutputStream),10,0,0.0,0,0,coverage not available since no branches,1,2,0,0.0,1,0,0.0
org/apache/commons/compress/compressors/xz,org/apache/commons/compress/compressors/xz/XZCompressorOutputStream,<init>,"(java.io.OutputStream, int) → void","org.apache.commons.compress.compressors.xz.XZCompressorOutputStream.<init>(OutputStream,int)",11,0,0.0,0,0,coverage not available since no branches,1,2,0,0.0,1,0,0.0
org/apache/commons/compress/compressors/xz,org/apache/commons/compress/compressors/xz/XZCompressorOutputStream,finish,() → void,org.apache.commons.compress.compressors.xz.XZCompressorOutputStream.finish(),5,0,0.0,0,0,coverage not available since no branches,1,2,0,0.0,1,0,0.0
org/apache/commons/compress/compressors/xz,org/apache/commons/compress/compressors/xz/XZCompressorOutputStream,write,"(byte[], int, int) → void","org.apache.commons.compress.compressors.xz.XZCompressorOutputStream.write(byte[],int,int)",7,0,0.0,0,0,coverage not available since no branches,1,2,0,0.0,1,0,0.0
org/apache/commons/compress/compressors/xz,org/apache/commons/compress/compressors/xz/XZUtils$CachedAvailability,<clinit>,() → void,org.apache.commons.compress.compressors.xz.XZUtils$CachedAvailability.<clinit>(),34,0,0.0,0,0,coverage not available since no branches,1,2,0,0.0,1,0,0.0
org/apache/commons/compress/compressors/xz,org/apache/commons/compress/compressors/xz/XZUtils,getCachedXZAvailability,() → org.apache.commons.compress.compressors.xz.XZUtils$CachedAvailability,org.apache.commons.compress.compressors.xz.XZUtils.getCachedXZAvailability(),2,0,0.0,0,0,coverage not available since no branches,1,1,0,0.0,1,0,0.0
org/apache/commons/compress/compressors/xz,org/apache/commons/compress/compressors/xz/XZUtils,getCompressedFilename,(java.lang.String) → java.lang.String,org.apache.commons.compress.compressors.xz.XZUtils.getCompressedFilename(String),4,0,0.0,0,0,coverage not available since no branches,1,1,0,0.0,1,0,0.0
org/apache/commons/compress/compressors/xz,org/apache/commons/compress/compressors/xz/XZUtils,getCompressedFileName,(java.lang.String) → java.lang.String,org.apache.commons.compress.compressors.xz.XZUtils.getCompressedFileName(String),4,0,0.0,0,0,coverage not available since no branches,1,1,0,0.0,1,0,0.0
org/apache/commons/compress/compressors/xz,org/apache/commons/compress/compressors/xz/XZUtils,getUncompressedFilename,(java.lang.String) → java.lang.String,org.apache.commons.compress.compressors.xz.XZUtils.getUncompressedFilename(String),4,0,0.0,0,0,coverage not available since no branches,1,1,0,0.0,1,0,0.0
org/apache/commons/compress/compressors/xz,org/apache/commons/compress/compressors/xz/XZUtils,getUncompressedFileName,(java.lang.String) → java.lang.String,org.apache.commons.compress.compressors.xz.XZUtils.getUncompressedFileName(String),4,0,0.0,0,0,coverage not available since no branches,1,1,0,0.0,1,0,0.0
