FEN:ID,:LABEL,Comment,Modifiers,Extends,Implements
com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter,Interface,* There are some XML-specific quirks that need extra TLC when\n * indenting: so we will use a refinement of general purpose one.,public ,com.fasterxml.jackson.core.PrettyPrinter,
com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder,Class,* {@link com.fasterxml.jackson.core.TSFBuilder} implementation\n * for constructing {@link XmlFactory} instances.,public ,com.fasterxml.jackson.core.TSFBuilder,
com.fasterxml.jackson.dataformat.xml.util.XmlInfo,Class,* Helper container class used to contain XML specific information\n * we need to retain to construct proper bean serializer,public ,,
com.fasterxml.jackson.dataformat.xml.util.StaxUtil,Class,No Comment,public ,,
com.fasterxml.jackson.dataformat.xml.util.StaxUtil$Base64Mapper,Class,No Comment,"private , static ",,
com.fasterxml.jackson.dataformat.xml.util.AnnotationUtil,Class,No Comment,public ,,
com.fasterxml.jackson.dataformat.xml.util.CaseInsensitiveNameSet,Class,"* Helper class for matching element wrappers, possibly in case-insensitive\n * manner.\n *\n * @since 2.12","public , final ",java.util.AbstractSet,
com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter,Class,"* Indentation to use with XML is different from JSON, because JSON\n * requires use of separator characters and XML just basic whitespace.\n *<p>\n * Note that only a subset of methods of {@link PrettyPrinter} actually\n * get called by {@link ToXmlGenerator}; because of this, implementation\n * is bit briefer (and uglier...).",public ,,com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter;com.fasterxml.jackson.core.util.Instantiatable;java.io.Serializable
com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter$Indenter,Interface,"* Interface that defines objects that can produce indentation used\n     * to separate object entries and array values. Indentation in this\n     * context just means insertion of white space, independent of whether\n     * linefeeds are output.",public ,,
com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter$NopIndenter,Class,* Dummy implementation that adds no indentation whatsoever,"protected , static ",,com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter.Indenter;java.io.Serializable
com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter$FixedSpaceIndenter,Class,* This is a very simple indenter that only every adds a\n     * single space for indentation. It is used as the default\n     * indenter for array values.,"protected , static ",,com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter.Indenter;java.io.Serializable
com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter$Lf2SpacesIndenter,Class,* Default linefeed-based indenter uses system-specific linefeeds and\n     * 2 spaces for indentation per level.,protected ,,com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter.Indenter;java.io.Serializable
com.fasterxml.jackson.dataformat.xml.util.TypeUtil,Class,No Comment,public ,,
com.fasterxml.jackson.dataformat.xml.util.Stax2JacksonReaderAdapter,Class,"* Refinement of {@link Stax2ReaderAdapter} to override certain methods,\n * to patch over flaws of JDK-provided default Stax implementation, SJSXP\n *\n * @since 2.17",public ,org.codehaus.stax2.ri.Stax2ReaderAdapter,
com.fasterxml.jackson.dataformat.xml.util.XmlRootNameLookup,Class,* Helper class used for efficiently finding root element name used with\n * XML serializations.,public ,,java.io.Serializable
com.fasterxml.jackson.dataformat.xml.XmlTypeResolverBuilder,Class,"* Custom specialization of {@link StdTypeResolverBuilder}; needed so that\n * type id property name can be modified as necessary to make it legal\n * XML element or attribute name.\n *<p>\n * NOTE: Since 2.17, property name cleansing only applied to default\n * names (like {@code ""@class""} and {@code ""@type""}) but not to explicitly\n * specified ones (where caller presumably knows what to do).",public ,com.fasterxml.jackson.databind.jsontype.impl.StdTypeResolverBuilder,
com.fasterxml.jackson.dataformat.xml.XmlTypeResolverBuilder$XmlClassNameIdResolver,Class,No Comment,"protected , static ",com.fasterxml.jackson.databind.jsontype.impl.ClassNameIdResolver,
com.fasterxml.jackson.dataformat.xml.XmlTypeResolverBuilder$XmlMinimalClassNameIdResolver,Class,No Comment,"protected , static ",com.fasterxml.jackson.databind.jsontype.impl.MinimalClassNameIdResolver,
com.fasterxml.jackson.dataformat.xml.XmlNameProcessor,Interface,"* API of processors primarily used for dealing with XML names\n * containing invalid characters. Invalid characters in names can,\n * for instance, easily appear in map keys.\n * <p>\n * Processors should be set in the {@link XmlMapper#setXmlNameProcessor}\n * and/or the {@link XmlMapper.Builder#xmlNameProcessor} methods.\n * <p>\n * See {@link XmlNameProcessors} for default processors.\n *\n * @since 2.14",public ,java.io.Serializable,
com.fasterxml.jackson.dataformat.xml.XmlNameProcessor$XmlName,Class,* Representation of an XML element or attribute name,,,
com.fasterxml.jackson.dataformat.xml.XmlAnnotationIntrospector,Interface,* Additional extension interface used above and beyond\n * {@link AnnotationIntrospector} to handle XML-specific configuration.,public ,com.fasterxml.jackson.databind.AnnotationIntrospector.XmlExtensions,
com.fasterxml.jackson.dataformat.xml.XmlAnnotationIntrospector$Pair,Class,* Extension of <code>AnnotationIntrospector.Pair</code> that can\n     * also dispatch 'XmlAnnotationIntrospector' methods.,"public , static ",com.fasterxml.jackson.databind.introspect.AnnotationIntrospectorPair,com.fasterxml.jackson.dataformat.xml.XmlAnnotationIntrospector
