:START_ID,:END_ID,:TYPE
org.apache.commons.codec.BinaryDecoder,org.apache.commons.codec.BinaryDecoder.decode(byte[]),Has_Method
org.apache.commons.codec.DecoderException,org.apache.commons.codec.DecoderException.<init>(),Has_Method
org.apache.commons.codec.DecoderException,org.apache.commons.codec.DecoderException.<init>(String),Has_Method
org.apache.commons.codec.DecoderException,"org.apache.commons.codec.DecoderException.<init>(String,Throwable)",Has_Method
org.apache.commons.codec.DecoderException,org.apache.commons.codec.DecoderException.<init>(Throwable),Has_Method
org.apache.commons.codec.net.Utils,org.apache.commons.codec.net.Utils.digit16(byte),Has_Method
org.apache.commons.codec.net.Utils,org.apache.commons.codec.net.Utils.hexDigit(int),Has_Method
org.apache.commons.codec.net.RFC1522Codec,org.apache.commons.codec.net.RFC1522Codec.decodeText(String),Has_Method
org.apache.commons.codec.net.RFC1522Codec,org.apache.commons.codec.net.RFC1522Codec.doDecoding(byte[]),Has_Method
org.apache.commons.codec.net.RFC1522Codec,org.apache.commons.codec.net.RFC1522Codec.doEncoding(byte[]),Has_Method
org.apache.commons.codec.net.RFC1522Codec,"org.apache.commons.codec.net.RFC1522Codec.encodeText(String,Charset)",Has_Method
org.apache.commons.codec.net.RFC1522Codec,"org.apache.commons.codec.net.RFC1522Codec.encodeText(String,String)",Has_Method
org.apache.commons.codec.net.RFC1522Codec,org.apache.commons.codec.net.RFC1522Codec.getCharset(),Has_Method
org.apache.commons.codec.net.RFC1522Codec,org.apache.commons.codec.net.RFC1522Codec.getDefaultCharset(),Has_Method
org.apache.commons.codec.net.RFC1522Codec,org.apache.commons.codec.net.RFC1522Codec.getEncoding(),Has_Method
org.apache.commons.codec.net.RFC1522Codec,org.apache.commons.codec.net.RFC1522Codec.<init>(Charset),Has_Method
org.apache.commons.codec.net.QuotedPrintableCodec,org.apache.commons.codec.net.QuotedPrintableCodec.decodeQuotedPrintable(byte[]),Has_Method
org.apache.commons.codec.net.QuotedPrintableCodec,"org.apache.commons.codec.net.QuotedPrintableCodec.encodeByte(int,boolean,ByteArrayOutputStream)",Has_Method
org.apache.commons.codec.net.QuotedPrintableCodec,"org.apache.commons.codec.net.QuotedPrintableCodec.encodeQuotedPrintable(BitSet,byte[])",Has_Method
org.apache.commons.codec.net.QuotedPrintableCodec,"org.apache.commons.codec.net.QuotedPrintableCodec.encodeQuotedPrintable(BitSet,byte[],boolean)",Has_Method
org.apache.commons.codec.net.QuotedPrintableCodec,"org.apache.commons.codec.net.QuotedPrintableCodec.encodeQuotedPrintable(int,ByteArrayOutputStream)",Has_Method
org.apache.commons.codec.net.QuotedPrintableCodec,"org.apache.commons.codec.net.QuotedPrintableCodec.getUnsignedOctet(int,byte[])",Has_Method
org.apache.commons.codec.net.QuotedPrintableCodec,org.apache.commons.codec.net.QuotedPrintableCodec.isWhitespace(int),Has_Method
org.apache.commons.codec.net.QuotedPrintableCodec,org.apache.commons.codec.net.QuotedPrintableCodec.decode(byte[]),Has_Method
org.apache.commons.codec.net.QuotedPrintableCodec,org.apache.commons.codec.net.QuotedPrintableCodec.decode(Object),Has_Method
org.apache.commons.codec.net.QuotedPrintableCodec,org.apache.commons.codec.net.QuotedPrintableCodec.decode(String),Has_Method
org.apache.commons.codec.net.QuotedPrintableCodec,"org.apache.commons.codec.net.QuotedPrintableCodec.decode(String,Charset)",Has_Method
